name,location,car_age,kilometers_driven,fuel_type,transmission,owner_number,mileage_kmpl,engine_cc,power_bhp,seats,price_lakh,price_euro
Nissan Micra Active XL Petrol,Kochi,9,49389,Petrol,Manual,1,19.49,1198,67.04,5,4.26,4354.49
Maruti Celerio VXI AT,Chennai,9,12000,Petrol,Automatic,2,23.1,998,67.04,5,4.25,4344.27
Mercedes-Benz New C-Class 200 Kompressor,Hyderabad,15,65000,Petrol,Manual,2,11.7,1796,178.0,5,11.75,12010.63
Ford Fiesta Diesel Style,Chennai,12,177000,Diesel,Manual,1,23.5,1498,88.7,5,3.5,3577.63
Hyundai Verna 1.6 VTVT S,Jaipur,10,89000,Petrol,Manual,1,17.01,1591,121.3,5,7.5,7666.36
Hyundai i20 1.4 Asta (AT),Chennai,16,72000,Petrol,Automatic,3,15.0,1396,100.0,5,3.25,3322.09
Maruti Swift Dzire VXi,Chennai,13,49000,Petrol,Manual,1,17.5,1298,85.8,5,4.9,5008.69
Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,Hyderabad,11,51355,Diesel,Automatic,1,14.84,2143,170.0,5,27.0,27598.9
Hyundai Elite i20 Petrol Asta,Kochi,8,13460,Petrol,Manual,1,18.6,1197,81.86,5,8.91,9107.64
Hyundai Verna 1.6 VTVT EX AT,Kochi,11,35642,Petrol,Automatic,1,17.01,1591,121.4,5,6.69,6838.39
Chevrolet Cruze LTZ,Kochi,11,52895,Diesel,Manual,1,17.3,1998,163.7,5,6.02,6153.53
Toyota Corolla Altis 1.8 G,Mumbai,15,93000,Petrol,Manual,1,14.28,1798,138.03,5,19.39,19820.1
Maruti A-Star Vxi,Pune,14,70000,Petrol,Manual,1,19.0,998,66.1,5,2.0,2044.36
Nissan Micra Diesel XV Premium,Kolkata,13,32048,Diesel,Manual,1,23.08,1461,63.1,5,2.4,2453.24
Tata Nano LX,Pune,12,4700,Petrol,Manual,1,25.4,624,37.48,4,1.2,1226.62
Maruti Swift Dzire Tour LDI,Delhi,11,71800,Diesel,Manual,1,23.4,1248,74.0,5,2.9,2964.33
Audi Q3 2.0 TDI Quattro,Ahmedabad,9,45000,Diesel,Automatic,1,17.32,1968,184.0,5,27.0,27598.9
Honda Amaze VX i-DTEC,Chennai,9,15388,Diesel,Manual,1,25.8,1498,98.6,5,7.5,7666.36
Chevrolet Optra 1.6 LS,Mumbai,21,98798,Petrol,Manual,1,14.7,1599,104.0,5,1.5,1533.27
Audi Q5 2.0 TDI Premium Plus,Hyderabad,9,43000,Diesel,Automatic,1,14.16,1968,174.3,5,39.5,40376.16
Maruti Ritz VDi,Hyderabad,13,85112,Diesel,Manual,1,23.2,1248,73.94,5,3.39,3465.19
Mahindra Scorpio S6 7 Seater,Kochi,7,37804,Diesel,Manual,1,15.4,2179,120.0,7,12.4,12675.05
Maruti Ciaz ZDi SHVS,Chennai,11,45000,Diesel,Manual,1,28.09,1248,88.5,5,6.85,7001.94
Toyota Corolla Altis Aero D 4D J,Pune,14,116000,Diesel,Manual,2,21.43,1364,138.0,5,5.75,5877.54
Tata Indica V2 eLS,Chennai,10,100073,Diesel,Manual,2,25.0,1396,69.0,5,2.0,2044.36
Maruti 800 Std BSIII,Jaipur,19,165000,Petrol,Manual,1,16.1,796,37.0,4,0.9,919.96
Volkswagen Polo 1.2 MPI Highline,Kolkata,10,22000,Petrol,Manual,1,16.47,1198,74.0,5,3.8,3884.29
Hyundai Elantra 2.0 SX Option AT,Delhi,8,9500,Petrol,Automatic,1,14.62,1999,149.92,5,21.77,22252.89
Toyota Fortuner 4x2 4 Speed AT,Hyderabad,13,152000,Diesel,Automatic,1,11.5,2982,169.0,7,16.5,16865.99
Maruti Baleno Zeta 1.2,Coimbatore,6,17705,Petrol,Manual,1,21.4,1197,83.1,5,8.7,8892.98
Maruti Baleno Zeta 1.2,Mumbai,9,12000,Petrol,Manual,1,21.4,1197,83.1,5,6.1,6235.31
Mini Cooper Countryman D,Hyderabad,12,51000,Diesel,Automatic,1,23.8,1998,112.0,5,21.94,22426.66
Mercedes-Benz S Class 2005 2013 320 CDI,Chennai,16,42000,Diesel,Automatic,2,13.0,2987,210.0,5,22.0,22487.99
Maruti Alto K10 LXI,Delhi,10,51000,Petrol,Manual,1,20.92,998,67.1,5,2.65,2708.78
Maruti Swift VXI Optional,Kochi,8,42527,Petrol,Manual,1,20.4,1197,81.8,5,5.27,5386.9
Chevrolet Sail LT ABS,Kolkata,11,45000,Diesel,Manual,1,22.1,1248,74.0,5,2.48,2535.01
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,14,70000,Diesel,Manual,1,12.8,2494,102.0,8,6.0,6133.09
Toyota Fortuner 3.0 Diesel,Mumbai,16,92000,Diesel,Manual,1,11.5,2982,171.0,7,8.9,9097.41
BMW 3 Series 320d Sport Line,Hyderabad,13,57156,Diesel,Automatic,2,18.88,1995,184.0,5,18.0,18399.26
Skoda Octavia Ambition 1.4 TSI MT,Coimbatore,9,53211,Petrol,Manual,1,16.8,1395,138.02,5,11.64,11898.19
Toyota Fortuner 3.0 Diesel,Kolkata,6,80000,Diesel,Manual,1,11.5,2982,171.0,7,8.99,9189.41
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,16,74000,Diesel,Automatic,1,15.5,1896,105.0,5,5.25,5366.45
Hyundai i20 1.4 CRDi Asta,Kolkata,14,37000,Diesel,Manual,1,23.0,1396,90.0,5,2.95,3015.43
Tata Manza Club Class Quadrajet90 LX,Mumbai,12,64000,Diesel,Manual,2,21.02,1248,88.76,5,2.65,2708.78
Volkswagen Vento Petrol Highline,Pune,12,57197,Petrol,Manual,1,15.04,1598,103.6,5,4.0,4088.73
Hyundai Creta 1.6 SX Automatic Diesel,Chennai,9,55000,Diesel,Automatic,1,17.6,1582,126.2,5,18.35,18757.03
Maruti Ritz VXI,Mumbai,11,33000,Petrol,Manual,1,21.1,1197,85.8,5,3.25,3322.09
Honda CR-V 2.0L 2WD MT,Delhi,17,70000,Petrol,Manual,1,13.1,1997,141.1,5,4.0,4088.73
Mahindra XUV500 W8 2WD,Delhi,13,75000,Diesel,Manual,2,15.1,2179,140.0,7,6.25,6388.63
Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,9,58095,Diesel,Manual,1,21.66,1498,108.62,5,9.19,9393.85
Tata Zest Revotron 1.2 XT,Kolkata,10,7445,Petrol,Manual,1,17.57,1193,88.7,5,8.09,8269.45
Jaguar XJ 3.0L Portfolio LWB,Kochi,9,17652,Diesel,Automatic,1,12.9,2993,270.88,5,58.73,60032.71
Toyota Corolla Altis 1.8 VL CVT,Kochi,7,28321,Petrol,Automatic,1,14.28,1798,138.03,5,23.25,23765.72
Maruti A-Star Vxi,Pune,14,69000,Petrol,Manual,2,19.0,998,66.1,5,1.95,1993.25
Honda Accord VTi-L (AT),Mumbai,18,80000,Petrol,Automatic,1,11.1,2354,142.0,5,3.0,3066.54
Hyundai i20 Asta (o),Delhi,11,42365,Petrol,Manual,1,17.0,1197,80.0,5,5.5,5622.0
Toyota Fortuner 4x2 AT,Delhi,12,123000,Diesel,Automatic,1,12.55,2982,168.5,7,16.5,16865.99
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,14,40000,Petrol,Automatic,2,11.74,1796,186.0,5,14.5,14821.63
Maruti Baleno Alpha 1.3,Hyderabad,9,30112,Diesel,Manual,1,27.39,1248,74.0,5,7.79,7962.79
Maruti Ertiga VDI,Kochi,8,43775,Diesel,Manual,1,20.77,1248,88.76,7,8.27,8453.44
Land Rover Range Rover Sport SE,Kochi,6,26013,Diesel,Automatic,1,12.65,2993,255.0,5,139.0,142083.21
Chevrolet Optra Magnum 1.6 LT ABS BS3,Mumbai,13,56000,Petrol,Manual,1,12.9,1598,102.5,5,2.15,2197.69
Honda Civic 2006-2010 1.8 V AT,Hyderabad,17,95000,Petrol,Automatic,2,12.9,1799,130.0,5,3.0,3066.54
BMW X3 xDrive20d,Coimbatore,11,41089,Diesel,Automatic,1,16.09,1995,184.0,5,28.79,29428.6
Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,14,41988,Diesel,Automatic,1,20.0,1968,138.1,5,5.45,5570.89
Maruti Swift Dzire VDI,Delhi,12,72486,Diesel,Manual,1,23.4,1248,74.0,5,3.95,4037.62
Volvo V40 Cross Country D3,Pune,12,92000,Diesel,Automatic,1,23.3,1984,150.0,5,16.0,16354.9
Maruti Swift Dzire ZXi,Delhi,12,40000,Petrol,Manual,1,17.5,1298,85.8,5,4.25,4344.27
Land Rover Range Rover 2.2L Pure,Bangalore,11,56000,Diesel,Automatic,1,12.7,2179,187.7,5,34.5,35265.26
Honda Accord 2.4 AT,Mumbai,17,125000,Petrol,Automatic,3,11.7,2354,177.6,5,2.6,2657.67
Toyota Innova 2.5 G (Diesel) 8 Seater,Kochi,8,29219,Diesel,Manual,1,12.99,2494,100.6,8,13.48,13779.0
Toyota Fortuner 4x4 MT,Hyderabad,7,39927,Diesel,Manual,1,12.55,2982,168.5,7,32.1,32812.02
Honda Jazz 1.2 E i VTEC,Kochi,7,38593,Petrol,Manual,1,18.7,1199,88.7,5,6.17,6306.86
Honda City 1.5 V MT,Kolkata,10,32000,Petrol,Manual,1,17.0,1497,118.0,5,5.5,5622.0
Maruti Dzire AMT ZDI Plus,Hyderabad,8,28226,Diesel,Automatic,1,28.4,1248,73.75,5,11.52,11775.53
Nissan Sunny 2011-2014 Diesel XL,Pune,11,95000,Diesel,Manual,1,21.64,1461,84.8,5,4.5,4599.82
Toyota Innova 2.5 G (Diesel) 8 Seater,Chennai,11,194000,Diesel,Manual,1,12.99,2494,100.6,8,10.5,10732.9
Honda Brio S MT,Coimbatore,9,14821,Petrol,Manual,1,19.4,1198,86.8,5,5.37,5489.11
Volkswagen Vento Petrol Trendline,Bangalore,13,52000,Petrol,Manual,1,15.04,1598,103.6,5,5.45,5570.89
Mahindra XUV500 W4,Mumbai,9,33000,Diesel,Manual,1,16.0,2179,140.0,7,9.25,9455.18
Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,9,29200,Diesel,Manual,1,23.0,1498,98.96,5,13.23,13523.46
Skoda Yeti Ambition 4X2,Hyderabad,13,99754,Diesel,Manual,1,17.72,1968,108.49,5,7.99,8167.23
Hyundai i10 Sportz,Chennai,13,49000,Petrol,Manual,1,20.36,1197,78.9,5,3.0,3066.54
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,20,299322,Diesel,Manual,1,12.8,2494,102.0,8,4.0,4088.73
Tata Zest Quadrajet 1.3 XT,Coimbatore,7,38310,Diesel,Manual,1,20.65,1248,88.7,5,10.06,10283.14
Maruti Swift VDI,Delhi,11,56000,Diesel,Manual,1,22.9,1248,74.0,5,4.25,4344.27
Skoda Rapid 1.5 TDI AT Style,Kolkata,8,31300,Diesel,Automatic,1,21.72,1498,108.4,5,15.34,15680.26
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,6,11241,Diesel,Manual,1,13.68,2393,147.8,8,24.01,24542.57
Hyundai Verna 1.6 SX VTVT,Pune,11,48000,Petrol,Manual,2,17.01,1591,121.3,5,5.2,5315.34
Honda City i VTEC VX Option,Coimbatore,6,23882,Petrol,Manual,1,17.4,1497,117.3,5,11.87,12133.29
Honda City i DTEC SV,Hyderabad,11,65000,Diesel,Manual,1,26.0,1498,98.6,5,6.99,7145.05
Volkswagen Vento Diesel Highline,Jaipur,14,50000,Diesel,Manual,1,20.54,1598,103.6,5,5.0,5110.91
Audi Q5 2008-2012 3.0 TDI,Chennai,11,25000,Diesel,Automatic,1,12.19,2967,236.0,5,44.0,44975.98
Maruti Alto 800 LXI,Chennai,10,21000,Petrol,Manual,1,22.74,796,47.3,5,2.79,2851.89
Tata Manza ELAN Quadrajet BS IV,Pune,13,148000,Diesel,Manual,2,21.12,1248,88.8,5,2.9,2964.33
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,9,68000,Petrol,Manual,1,15.29,1591,121.3,5,9.85,10068.49
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,11,52000,Diesel,Automatic,1,12.0,2987,224.0,7,49.0,50086.89
Mahindra Thar CRDe,Jaipur,9,19000,Diesel,Manual,1,16.55,2498,105.0,6,11.39,11642.65
Hyundai Verna 1.6 CRDI,Mumbai,14,74000,Diesel,Manual,2,22.32,1582,126.3,5,3.75,3833.18
Ford Aspire Titanium Diesel,Coimbatore,8,30279,Diesel,Manual,1,26.1,1498,99.0,5,9.79,10007.16
Mini Cooper 3 DOOR D,Mumbai,9,20000,Diesel,Automatic,1,20.7,1496,113.98,4,35.0,35776.35
Maruti Omni 8 Seater BSIV,Hyderabad,12,34834,Petrol,Manual,1,14.0,796,35.0,5,2.6,2657.67
Mahindra Verito 1.5 D4 BSIV,Pune,10,90000,Diesel,Manual,2,21.03,1461,65.0,5,9.26,9465.4
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Coimbatore,9,38730,Diesel,Automatic,1,14.21,2143,203.0,5,29.98,30645.0
Renault Duster 110PS Diesel RxZ,Kochi,9,57390,Diesel,Manual,1,19.01,1461,108.45,5,6.73,6879.28
Maruti Swift Dzire Tour LDI,Kolkata,9,100000,Diesel,Manual,1,23.4,1248,74.0,5,3.5,3577.63
Volkswagen Polo Petrol Highline 1.2L,Kolkata,14,50000,Petrol,Manual,1,16.47,1198,73.9,5,2.35,2402.13
Mahindra XUV500 W10 2WD,Coimbatore,8,64961,Diesel,Manual,1,16.0,2179,140.0,7,16.13,16487.78
Volkswagen Polo 1.2 MPI Highline,Coimbatore,11,72465,Petrol,Manual,1,16.47,1198,74.0,5,5.9,6030.87
Maruti Ritz VXI,Hyderabad,13,68776,Petrol,Manual,1,21.1,1197,85.8,5,3.9,3986.51
Toyota Innova 2.5 GX 7 STR BSIV,Delhi,13,68000,Diesel,Manual,1,12.8,2494,102.0,7,6.95,7104.16
Honda City i DTec SV,Delhi,10,33000,Diesel,Manual,1,26.0,1498,98.6,5,7.0,7155.27
Volkswagen Ameo 1.2 MPI Highline,Coimbatore,8,22389,Petrol,Manual,1,17.0,1198,73.75,5,8.68,8872.53
Maruti SX4 ZDI Leather,Mumbai,13,90000,Diesel,Manual,1,21.5,1248,88.8,5,3.81,3894.51
Maruti Swift ZXI,Chennai,13,42000,Petrol,Manual,3,18.6,1197,85.8,5,4.5,4599.82
Hyundai Creta 1.6 CRDi SX,Pune,8,38767,Diesel,Manual,1,19.67,1582,126.2,5,12.6,12879.48
Audi Q7 35 TDI Quattro Technology,Bangalore,10,21000,Diesel,Automatic,1,12.07,2967,241.4,7,48.0,49064.7
Maruti Alto LXi BSIII,Coimbatore,15,59136,Petrol,Manual,1,19.7,796,46.3,5,2.96,3025.66
Honda Amaze SX i-DTEC,Kolkata,11,36000,Diesel,Manual,1,25.8,1498,98.6,5,3.25,3322.09
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,14,95000,Diesel,Automatic,2,18.33,1968,167.7,5,8.5,8688.54
Hyundai Elantra CRDi SX AT,Mumbai,12,51000,Diesel,Automatic,1,19.5,1582,126.24,5,8.75,8944.09
Maruti Wagon R VXI BS IV,Kochi,14,36411,Petrol,Manual,1,18.9,998,67.1,5,3.08,3148.32
Land Rover Discovery Sport TD4 HSE 7S,Mumbai,8,40000,Diesel,Automatic,1,12.81,1999,148.31,7,66.39,67862.62
Honda City i VTEC SV,Pune,9,27300,Petrol,Manual,1,17.8,1497,117.3,5,7.0,7155.27
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,14,29813,Petrol,Automatic,2,14.74,1991,181.03,5,11.5,11755.09
Maruti Wagon R LX BS IV,Pune,14,71000,Petrol,Manual,1,20.51,998,67.04,5,2.6,2657.67
Hyundai Verna 1.6 CRDI,Kolkata,11,32000,Diesel,Manual,1,22.32,1582,126.3,5,4.3,4395.38
Maruti Ertiga VXI CNG,Mumbai,8,19234,CNG,Manual,1,10.29,1373,80.46,7,8.35,8535.21
Volkswagen Tiguan 2.0 TDI Highline,Jaipur,8,50510,Diesel,Automatic,1,17.06,1968,141.0,5,36.45,37258.51
BMW X1 sDrive 20d Exclusive,Pune,14,102000,Diesel,Automatic,1,15.06,1995,177.0,5,13.75,14054.99
Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,11,42277,Diesel,Manual,1,24.0,1186,73.97,5,3.85,3935.4
Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,11,46000,Diesel,Automatic,1,13.0,2143,201.1,5,23.25,23765.72
Hyundai Grand i10 Asta Option,Bangalore,10,50000,Petrol,Manual,1,18.9,1197,82.0,5,5.75,5877.54
Hyundai i10 Magna 1.2,Mumbai,17,62000,Petrol,Manual,2,20.36,1197,78.9,5,1.65,1686.6
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Mumbai,13,78000,Diesel,Manual,1,19.33,1968,138.1,5,6.5,6644.18
Skoda Yeti Elegance,Chennai,14,79000,Diesel,Manual,1,17.67,1968,138.08,5,7.5,7666.36
Audi Q7 45 TDI Quattro Premium Plus,Kochi,6,6773,Diesel,Automatic,1,14.75,2967,245.0,7,91.38,93406.93
Toyota Fortuner 3.0 Diesel,Chennai,15,135000,Diesel,Manual,2,11.5,2982,171.0,7,11.0,11243.99
Maruti Wagon R VXI Minor ABS,Kochi,12,36716,Petrol,Manual,1,18.9,1061,67.0,5,3.02,3086.99
Hyundai EON Era,Coimbatore,12,65060,Petrol,Manual,1,21.1,814,55.2,5,3.32,3393.64
Honda Brio S MT,Delhi,12,33000,Petrol,Manual,1,19.4,1198,86.8,5,3.24,3311.87
Maruti Alto 800 VXI,Kolkata,10,11110,Petrol,Manual,1,22.74,796,47.3,5,2.35,2402.13
Mahindra Bolero ZLX,Jaipur,12,63000,Diesel,Manual,1,15.96,2523,62.1,7,11.15,11397.32
Honda City i VTEC SV,Mumbai,10,27030,Petrol,Manual,1,17.8,1497,117.3,5,6.75,6899.72
Skoda Rapid 1.6 MPI Elegance Black Package,Mumbai,10,19600,Petrol,Manual,1,15.0,1598,103.52,5,6.15,6286.42
Maruti Swift VVT VXI,Pune,9,27755,Petrol,Manual,1,22.0,1197,81.8,5,5.45,5570.89
Hyundai EON Magna Plus,Hyderabad,12,20000,Petrol,Manual,2,21.1,814,55.2,5,2.3,2351.02
Maruti Swift Dzire ZXI,Kochi,10,24782,Petrol,Manual,1,20.85,1197,83.14,5,6.21,6347.75
Nissan Micra XV CVT,Coimbatore,11,47303,Petrol,Automatic,1,19.34,1198,76.0,5,5.21,5325.56
Audi Q7 4.2 FSI quattro,Delhi,17,71000,Petrol,Automatic,1,8.3,4134,250.0,7,11.99,12255.95
Maruti Swift Vdi BSIII,Pune,15,135000,Diesel,Manual,1,17.8,1248,75.0,5,3.1,3168.76
Tata Xenon XT EX 4X2,Jaipur,8,1000,Diesel,Manual,1,13.49,2179,138.03,5,7.5,7666.36
Volkswagen Polo 1.5 TDI Comfortline,Kolkata,9,29000,Diesel,Manual,1,20.14,1498,88.8,5,4.0,4088.73
Honda City i VTEC SV,Kochi,9,36367,Petrol,Manual,1,17.8,1497,117.3,5,7.73,7901.46
Honda City i VTEC V,Bangalore,10,38000,Petrol,Manual,1,17.4,1497,117.3,5,7.8,7973.01
Maruti 800 AC BSIII,Hyderabad,14,83969,Petrol,Manual,1,16.1,796,37.0,4,1.3,1328.84
Volkswagen Polo 1.5 TDI Trendline,Jaipur,11,82621,Diesel,Manual,1,20.14,1498,88.8,5,4.42,4518.04
Chevrolet Captiva LTZ VCDi,Pune,16,89000,Diesel,Automatic,1,12.5,1991,147.9,7,4.0,4088.73
Mahindra XUV500 W10 2WD,Kolkata,9,54000,Diesel,Manual,1,16.0,2179,140.0,7,13.0,13288.36
Honda Amaze VX i-DTEC,Kochi,10,61691,Diesel,Manual,1,25.8,1498,98.6,5,5.38,5499.34
Hyundai i20 1.2 Sportz Option,Chennai,14,32200,Petrol,Manual,2,17.0,1197,80.0,5,3.25,3322.09
Maruti Wagon R AMT VXI,Jaipur,9,68630,Petrol,Automatic,1,20.51,998,67.0,5,3.87,3955.84
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,11,61000,Diesel,Automatic,2,16.96,1968,138.03,5,8.25,8433.0
Maruti Ciaz 1.4 Zeta,Mumbai,7,32644,Petrol,Manual,1,20.73,1373,91.1,5,9.28,9485.84
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,13,85000,Diesel,Automatic,1,11.79,2179,120.0,7,6.25,6388.63
Chevrolet Aveo U-VA 1.2 LS,Mumbai,17,75000,Petrol,Manual,2,15.26,1150,74.9,5,1.15,1175.51
Maruti Ciaz ZXi Option,Kochi,9,40347,Petrol,Manual,1,20.73,1373,91.2,5,7.8,7973.01
Hyundai i20 1.4 CRDi Asta,Hyderabad,13,60788,Diesel,Manual,1,23.0,1396,90.0,5,4.5,4599.82
Honda Jazz 1.2 SV i VTEC,Kochi,7,18664,Petrol,Manual,1,18.7,1199,88.7,5,7.56,7727.69
Mahindra XUV500 W10 2WD,Coimbatore,8,57847,Diesel,Manual,1,16.0,2179,140.0,7,16.08,16436.68
Hyundai i20 1.2 Sportz,Bangalore,13,52237,Petrol,Manual,1,17.0,1197,80.0,5,4.5,4599.82
Hyundai Verna 1.6 SX,Chennai,13,128000,Diesel,Manual,1,22.32,1582,126.32,5,5.0,5110.91
Hyundai i10 Era 1.1,Delhi,14,54000,Petrol,Manual,1,19.81,1086,68.05,5,2.2,2248.8
Maruti Celerio VXI AT,Bangalore,11,49800,Petrol,Automatic,1,23.1,998,67.04,5,4.0,4088.73
Skoda Fabia 1.2 TDI Ambition,Kolkata,13,98000,Diesel,Manual,1,20.86,1199,73.9,5,2.51,2565.68
Maruti Swift VDI BSIV,Delhi,10,60095,Diesel,Manual,1,25.2,1248,74.0,5,4.75,4855.36
Hyundai i10 Magna(O) with Sun Roof,Pune,17,68000,Petrol,Manual,2,16.0,1086,66.7,5,2.0,2044.36
Hyundai i10 Magna 1.2,Jaipur,15,81402,Petrol,Manual,2,20.36,1197,78.9,5,2.1,2146.58
Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,12,38000,Petrol,Automatic,1,16.5,1499,110.0,5,6.25,6388.63
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,14,92239,Diesel,Automatic,2,11.5,2987,210.0,5,10.6,10835.12
Maruti Swift VDI BSIV,Ahmedabad,8,49224,Diesel,Manual,1,25.2,1248,74.0,5,6.0,6133.09
Maruti 800 Std BSIII,Jaipur,21,12000,Petrol,Manual,2,16.1,796,37.0,4,0.45,459.98
Maruti Swift Lxi BSIII,Pune,15,54898,Petrol,Manual,3,16.1,1298,88.2,5,2.5,2555.45
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,7,2500,Petrol,Manual,1,15.29,1591,121.3,5,12.75,13032.81
BMW X1 M Sport sDrive 20d,Kochi,8,32838,Diesel,Automatic,1,17.05,1995,190.0,5,50.97,52100.58
Ford Ikon 1.3 Flair,Hyderabad,19,27076,Petrol,Manual,1,13.8,1299,70.0,5,1.6,1635.49
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,8,75445,Diesel,Manual,1,22.7,1498,89.84,5,7.54,7707.25
Maruti Ciaz VXi Plus,Kochi,10,46601,Petrol,Manual,1,20.73,1373,91.1,5,6.84,6991.72
Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,13,72000,Diesel,Automatic,1,18.33,1968,167.7,5,6.0,6133.09
Honda Jazz 1.5 VX i DTEC,Pune,8,27000,Diesel,Manual,1,27.3,1498,98.6,5,8.0,8177.45
Audi A4 35 TDI Premium,Coimbatore,9,68193,Diesel,Automatic,1,17.11,1968,174.33,5,24.74,25288.77
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,8,34429,Diesel,Manual,1,24.0,1120,70.0,5,5.5,5622.0
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,12,46000,Diesel,Automatic,1,12.0,2987,224.0,7,36.0,36798.53
Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,12,80544,Diesel,Manual,1,12.99,2494,100.6,7,11.79,12051.52
Nissan Sunny 2011-2014 XL,Jaipur,14,42000,Petrol,Manual,2,16.95,1498,97.7,5,3.0,3066.54
Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,14,94821,Diesel,Automatic,2,20.0,1968,138.1,5,6.75,6899.72
Chevrolet Aveo 1.4 LS,Jaipur,19,100000,Petrol,Manual,1,14.49,1399,92.7,5,1.4,1431.05
Honda Mobilio V i DTEC,Mumbai,11,57000,Diesel,Manual,1,24.2,1498,98.6,7,5.75,5877.54
Maruti Ritz VDi,Hyderabad,15,79894,Diesel,Manual,1,21.1,1248,73.9,5,3.4,3475.42
Volkswagen Polo Petrol Highline 1.2L,Coimbatore,14,44748,Petrol,Manual,2,16.47,1198,73.9,5,4.89,4998.47
Nissan Terrano XL,Mumbai,12,31000,Petrol,Manual,1,13.24,1598,102.5,5,4.95,5059.8
Maruti A-Star AT Vxi Aktiv,Coimbatore,12,60587,Petrol,Automatic,2,16.98,998,66.1,5,3.49,3567.41
Honda City 1.5 S MT,Pune,11,43772,Petrol,Manual,1,17.0,1497,118.0,5,6.35,6490.85
Hyundai Grand i10 AT Asta,Coimbatore,8,23576,Petrol,Automatic,1,18.9,1197,82.0,5,7.08,7237.04
Jaguar XE 2.0L Diesel Prestige,Hyderabad,8,4000,Diesel,Automatic,1,13.6,1999,177.0,5,53.41,54594.71
Mahindra Scorpio VLX,Kolkata,13,62000,Diesel,Manual,1,12.05,2179,120.0,8,6.25,6388.63
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,14,36000,Petrol,Automatic,1,11.74,1796,186.0,5,10.15,10375.14
Skoda Superb Elegance 1.8 TSI AT,Delhi,11,80000,Petrol,Automatic,1,13.7,1798,157.75,5,10.75,10988.45
Chevrolet Cruze LTZ AT,Pune,13,137008,Diesel,Automatic,1,18.1,1991,147.9,4,4.65,4753.14
Mahindra Scorpio VLX,Delhi,15,61001,Diesel,Manual,1,12.05,2179,120.0,8,4.75,4855.36
Hyundai Verna 1.6 SX VTVT (O),Coimbatore,10,52191,Petrol,Manual,1,17.1,1591,121.3,5,7.78,7952.57
Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,9,77076,Diesel,Manual,1,23.0,1396,90.0,5,6.75,6899.72
Honda City ZX CVT,Hyderabad,17,56000,Petrol,Automatic,1,16.4,1497,78.0,5,2.99,3056.32
Hyundai i10 Magna,Kolkata,12,21000,Petrol,Manual,1,20.36,1197,78.9,5,2.35,2402.13
Honda Amaze S i-Dtech,Delhi,12,89429,Diesel,Manual,1,25.8,1498,98.6,5,3.65,3730.96
Maruti Wagon R LXI,Delhi,13,45631,Petrol,Manual,2,22.5,998,67.04,5,4.59,4691.81
Honda Brio S MT,Jaipur,12,53959,Petrol,Manual,1,19.4,1198,86.8,5,3.5,3577.63
Hyundai i20 1.2 Sportz Option,Kochi,11,55804,Petrol,Manual,1,17.0,1197,80.0,5,4.76,4865.58
Volkswagen Vento 2013-2015 1.6 Comfortline,Kochi,9,25899,Petrol,Manual,1,15.04,1598,103.2,5,6.2,6337.52
Skoda Octavia Rider 1.9 TDI MT,Pune,17,82000,Diesel,Manual,2,18.7,1896,66.0,5,2.35,2402.13
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,11,52000,Diesel,Automatic,1,13.0,2143,204.0,5,24.5,25043.44
Renault Duster Petrol RxL,Pune,12,20000,Petrol,Manual,1,13.24,1598,102.57,5,6.0,6133.09
